"School ID","School Ministry Number","School Name","Year Established","School Classification","Education Office","District Name","Administrative Region","Administrative Contry","Administrative Centers","School Address","School Phone","School Fax","Study Level","School Gender","Student Count","Saudi Student Count","NonSaudi Student Count","Teachers Count","Saudi Teacher Count","NonSaudi Teacher Count","Classes Count"
"21684","54255","RIYADH ALMAMLAKAH PRIVATE ELEMENTARY SCHOOL","","أهلي","مكتب التربية والتعليم بغرب الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","الدمام - حي المنار","b54255@schooleast.gov.sa","8111969","8111969","المرحلة الابتدائية","بنين","227","207","20","28","10","18","14"
"34158","713522","M","","حكومي","المجاردة","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","المجاردة","المجاردة","الخالدية","ms1_333_@hotmail.com","2800149","0","المرحلة الابتدائية","بنات","3","3","0","2","2","0","3"
"27215","48367","m","","حكومي","مكتب التربية والتعليم في محافظة عقلة الصقور","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","عقلة الصقور","مركز قطن","البكره","eqlab14@qge.gov.sa","2430476","0","المرحلة الابتدائية","بنات","39","39","0","14","14","0","6"
"13642","30947","Aisherat Maktan Intermediate School","1414","?????","???? ??????? ???????? ???? ??????","??????? ?????? ??????? ???????? ??????? ??????","??? ???????","??????","?????","????? ????","30947@taifged.gov.sa","7600057","0","??????? ????????","????","64","64","0","13","13","0","3"
"50178","130533","om habeba","1435","حكومي","مكتب التربية والتعليم جنوب الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","بني سعد","","shosho.th@hotmail.com","","","تعليم كبار","بنات","11","11","0","1","1","0","1"
"40616","82030","Kindergarten Gamd al zenad","1419","حكومي","مكتب التربية والتعليم بغامد الزناد","إدارة التربية والتعليم بمحافظة المخواة","الباحة","المخواة","فرعة غامد الزناد","غامد الزناد","r-ghamid@hotmail.com","7395317","0","رياض أطفال","بنات","55","54","1","5","5","0","3"
"30621","94136","PrimaryThfaeth algorba","1419","?????","??????","??????? ?????? ??????? ???????? ?????? ?????","?????","?????","??????","??? ???","nor2h44@gmail.com","5421115","0","??????? ??????????","????","113","61","52","23","23","0","6"
"23820","84329","Imam Bukhari Elementary School","1425","Ш­ЩѓЩ€Щ…ЩЉ","Ш·ШЁШ±Ш¬Щ„","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„Ш¬Щ€ЩЃ","Ш§Щ„Ш¬Щ€ЩЃ","Ш·ШЁШ±Ш¬Щ„","Ш·ШЁШ±Ш¬Щ„","Ш·ШЁШ±Ш¬Щ„ Ш­ЩЉ Ш§Щ„Ш­Ш§Щ€ЩЉ","sch84329@joufmail.gov.sa","6285153","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†ЩЉЩ†","222","219","3","17","17","0","11"
"4128","56044","The 2nd Secondary School in Al-Naiyriah","1426","?????","???? ??????? ???????? ??????? ????????","??????? ?????? ??????? ???????? ???????? ???????","???????","????????","????????","???????","77ndschool@gmail.com","033730628","","??????? ????????","????","154","141","13","21","21","0","9"
"22834","72161","Qurtobah Elementary","1386","حكومي","إدارة التربية والتعليم بمحافظة النماص","إدارة التربية والتعليم بمحافظة النماص","عسير","النماص","وادي زيد","آل قحطان لحبي","n72161@namasedu.gov.sa","072860481","0","المرحلة الابتدائية","بنين","63","60","3","12","12","0","6"
"27800","55281","The 14th Elementary School in Al-Khobar","","حكومي","مكتب التربية والتعليم بمحافظة الخبر","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الخبر","الخبر","اسكان العزيزية","g55281@schooleast.gov.sa","8961460","8961460","المرحلة الابتدائية","بنات","427","402","25","28","28","0","15"
"9801","40364","Medium Al Hasan bin Ali","1408","حكومي","مكتب التربية والتعليم جنوب المدينة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","طريق الامير عبد المجيد بالقرب من شركة الكهرباء","40364@madinaedu.net","8254596","0","المرحلة المتوسطة","بنين","419","362","57","27","27","0","15"
"31304","97053","The 400th Primary School","","حكومي","الروابي","الإدارة العامة للتربية والتعليم بمنطقة الرياض","الرياض","الرياض","الرياض","الرياض-حي السلام-شارع الكهف","Pgrg00400@rge.gov.sa","2336901","2336901","المرحلة الابتدائية","بنات","297","188","109","27","27","0","12"
"23870","86171","a","1413","أهلي","إدارة التربية والتعليم بمحافظة القريات بنين","إدارة التربية والتعليم بمحافظة القريات","الجوف","القريات","القريات","القريات - حصيدة","edu@edu.com","6426688","0146426688","المرحلة الابتدائية","بنين","264","234","30","26","7","19","13"
"26658","41579","The 1st Elementary School at Aqool","1403","حكومي","مكتب التربية والتعليم شرق المدينة المنورة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","العاقول","example@example.com","8429596","","المرحلة الابتدائية","بنات","612","599","13","44","44","0","19"
"23336","76508","Alemam Nafa Primary School Tahfeez Alquran Alkareem","22","حكومي","تبوك","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","تبوك","تبوك","المروج","s_saef@hotmail.com","42217246","0","المرحلة الابتدائية","بنين","266","253","13","28","28","0","12"
"22561","68170","Qutaibah Bin Muslim","","حكومي","سراة عبيدة","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","سراة عبيدة","العسران","القبل","sa68170@taleemsa.gov.sa","2561051","2561051","المرحلة الابتدائية","بنين","52","52","0","12","12","0","6"
"15833","77683","The 1st Intermediate School at showak","1413","حكومي","مركز اشراف ضباء","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","ضباء","شواق","شواق","as20205@hotmail.com","4320513","0","المرحلة المتوسطة","بنات","119","119","0","13","13","0","6"
"45484","84413","Suhaib Al-Roumi Night Prison Secondary School","","Ш­ЩѓЩ€Щ…ЩЉ","Ш·ШЁШ±Ш¬Щ„","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„Ш¬Щ€ЩЃ","Ш§Щ„Ш¬Щ€ЩЃ","Ш·ШЁШ±Ш¬Щ„","Ш·ШЁШ±Ш¬Щ„","","","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†ЩЉЩ†","4","4","0","1","1","0","3"
"46491","49247","r","","حكومي","مكتب التربية والتعليم في محافظة عقلة الصقور","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","عقلة الصقور","مركز المحلاني","","","","","رياض أطفال","بنات","23","22","1","1","1","0","2"
"21287","52119","T","","حكومي","مكتب التربية والتعليم بالمذنب","إدارة التربية والتعليم بمحافظة المذنب","القصيم","المذنب","المذنب","القصيم-المذنب-الطلعة","tlaaschooi@gmail.com","3970703","0","المرحلة الابتدائية","بنين","30","30","0","7","7","0","6"
"24485","93218","Omar bin Abdul Aziz","1385","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш¬Ш±ШЁШ©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","ШІЩ€Ш± Ш§Щ„ Ш§Щ„Ш­Ш§Ш±Ш«","eedu93218@najranedu.gov.sa","075490721","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†ЩЉЩ†","111","110","1","11","11","0","6"
"12865","93469","Al-Monkhaly","1423","?????","???? ??????? ???????? ??????","??????? ?????? ??????? ???????? ?????? ?????","?????","?????","?????","???????","abady_724@hotmail.com","075321112","","??????? ????????","????","2","2","0","7","7","0","2"
"49511","153017","ALNUMAN BIN BASHIR ELEMENTARY SCHOOL","1434","حكومي","مكتب التربية والتعليم بشرق الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","","","","","","","المرحلة الابتدائية","بنين","0","0","0","0","0","0","0"
"28900","71025","AL-Haqween Elementary School","1404","حكومي","محايل","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","محايل","محايل عسير","حقو شعبين","alhaqween@hotmail.com","2852833","","المرحلة الابتدائية","بنات","95","95","0","10","10","0","6"
"4865","89193","The 3rd Secondary School at Abou Areesh","1417","حكومي","مكتب التربية والتعليم بأبي عريش","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","أبو عريش","أبو عريش","جازان","89193@jazanedu.gov.sa","073251432","","المرحلة الثانوية","بنات","169","146","23","28","28","0","9"
"969","29645","Alfaidh","1409","حكومي","شمال الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","فيضة المسلح","الطائف .عشيرة .الفيضة","gasee999@gmail.com","","","المرحلة الثانوية","بنين","96","95","1","13","13","0","6"
"3753","42026","The1st Secondary School for the Holy Qur'an Memorization at Wastah","1422","حكومي","مكتب التربية والتعليم بمحافظة بدر","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","بدر","بدر","الواسطة حي الحديب بجوار المجمع الخيري بمركز الواسطة","42026@mdge.gov.sa","043340588","","المرحلة الثانوية","بنات","32","32","0","13","13","0","3"
"13720","31411","AL-Halay Intermediate School at taif","1430","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш­Щ€ЩЉШ©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш­Щ„Ш§Ш©","alhalah@outlook.sa","7311111","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","52","52","0","11","11","0","6"
"28657","63842","AlShahak Elementary School at Dhahran Aljanoub","","Ш­ЩѓЩ€Щ…ЩЉ","ШёЩ‡Ш±Ш§Щ† Ш§Щ„Ш¬Щ†Щ€ШЁ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш№ШіЩЉШ±","Ш№ШіЩЉШ±","ШёЩ‡Ш±Ш§Щ† Ш§Щ„Ш¬Щ†Щ€ШЁ","ШёЩ‡Ш±Ш§Щ† Ш§Щ„Ш¬Щ†Щ€ШЁ","Ш§ШЁШЄШЇШ§Ш¦ЩЉШ© Ш§Щ„ШґШ­Ш§Щѓ Щ‚Ш±ЩЉШ© Ш§Щ„ШґШ­Ш§Щѓ","63842@asedu.gov.sa","72554282","2554282","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","26","26","0","10","10","0","6"
"27830","55315","The 12th Elementary School In Dammam","1386","حكومي","مكتب التربية والتعليم شرق الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","المزروعية","g55315@schooleast.gov.sa","8300598","8300598","المرحلة الابتدائية","بنات","679","475","204","29","29","0","21"
"8425","17235","alhofira","","حكومي","الدوادمي","إدارة التربية والتعليم بمحافظة الداوادمي","الرياض","الدوادمي","الحفيرة","الدوادمي مدرسة الحفيره","dwp17117@dwadmiedu.gov.sa","6433233","0","المرحلة المتوسطة","بنين","36","35","1","15","14","1","3"
"8534","19131","Tahfeedh AL-Qura'an Intermediate","1401","حكومي","الزلفي","إدارة التربية والتعليم بمحافظة الزلفي","الرياض","الزلفي","الزلفي","الزلفي","zlqkarrim@zulfiedu.gov.sa","064224080","0","المرحلة المتوسطة","بنين","156","143","13","37","37","0","9"
"20414","40140","Primary Asalsala","1383","حكومي","مكتب التربية والتعليم بمحافظة خيبر","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","خيبر","الصلصلة","الصلصلة","40140@madinaedu.net","8830400","0","المرحلة الابتدائية","بنين","185","183","2","21","21","0","8"
"538","11494","Arruwaad National Secondary School - Al-Mansourah","","أهلي","مكتب التربية والتعليم بالعزيزية","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","المنصورة - خنشليلة","amr.abdulaal@alrowad.net","2042212","4468454","المرحلة الثانوية","بنين","340","133","207","22","2","20","13"
"20627","40817","Primary Sayfi Bin Amer","1427","حكومي","مكتب التربية والتعليم غرب المدينة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","جمل الليل","40817@madinaedu.net","48223759","0148223759","المرحلة الابتدائية","بنين","110","48","62","11","11","0","6"
"40534","72651","First preschool in Bani Amr Center","1428","حكومي","ادارة التربية والتعليم بمحافظة النماص","إدارة التربية والتعليم بمحافظة النماص","عسير","النماص","بني عمرو","آل الشيخ","g72651@namasedu.gov.sa","72870767","0","رياض أطفال","بنات","63","63","0","5","5","0","3"
"645","17286","Al-Bejadia","","حكومي","البجادية","إدارة التربية والتعليم بمحافظة الداوادمي","الرياض","الدوادمي","البجادية","البجادية","dwi17230@dwadmiedu.gov.sa","016345080","","المرحلة الثانوية","بنين","161","151","10","21","21","0","13"
"22777","70389","Kab Ibn Maalik","","حكومي","البرك","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","البرك","البرك","ادارة تعليم محايل - البرك","AMS00043@HOTMAIL.COM","504588192","0000000","المرحلة الابتدائية","بنين","105","105","0","20","20","0","6"
"22545","68151","-","","حكومي","سراة عبيدة","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","سراة عبيدة","الجوه","العرضين","sa68151@taleemsa.gov.sa","2594486","0","المرحلة الابتدائية","بنين","45","44","1","8","8","0","6"
"27142","48293","Elementary Third in Riyad AL-khbra","1402","حكومي","مكتب التربية والتعليم في محافظة رياض الخبراء","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","رياض الخبراء","رياض الخبراء","حي النهضه","rkhbraa10@qge.gov.sa","3340991","0","المرحلة الابتدائية","بنات","174","148","26","20","20","0","8"
"17835","10190","Al-Khawarezmi Elementary School","","حكومي","مكتب التربية والتعليم بالسويدي","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","ظهرة البديعه","pgmdalqwariz@riyadhedu.gov.sa","4251954","0","المرحلة الابتدائية","بنين","433","401","32","27","27","0","15"
"44179","97728","The Learning Caravan Primary International Schools","","تعليم أجنبي","غرب","الإدارة العامة للتربية والتعليم بمنطقة الرياض","الرياض","الرياض","الرياض","","","","","المرحلة الابتدائية","بنات","221","0","221","24","8","16","15"
"564","11614","Al-Andlus Secondary School","","حكومي","مكتب التربية والتعليم بالشرق","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","الرياض/ حي الجزيرة تقاطع شارع رقم(2) ورقم (9)","hgytdw2@gmail.com","012410182","","المرحلة الثانوية","بنين","275","198","77","34","34","0","12"
"12394","84380","Dar Ibn Taymiyyah Private","","أهلي","دومة الجندل","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","دومة الجندل","دومة الجندل","مخطط ب شارع أبو بكر الصديق","ibn-taymiyya@hotmail.com","46227001","46227001","المرحلة المتوسطة","بنين","52","50","2","10","5","5","3"
"21064","47299","Qritah School","1399","حكومي","مكتب التربية والتعليم بمحافظة رياض الخبراء","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","رياض الخبراء","صبيح","القصيم-رياض الخبراء-قريطة","p-47299@qbe.gov.sa","062330801","0","المرحلة الابتدائية","بنين","42","42","0","9","9","0","6"
"21843","57268","ALEMAM ALKESAAE HOLLY QURA'N ELEMENTARY SCHOOL","1400","حكومي","مكتب التربية والتعليم بالمبرز","الإدارة العامة للتربية والتعليم بمحافظة الاحساء","الشرقية","الإحساء","الأحساء","المبرز","p57268@hasaedu.info","5314972","0135314972","المرحلة الابتدائية","بنين","253","237","16","25","25","0","12"
"19360","26606","Galon","","?????","???? ??????? ???????? ???? ??? ???????","??????? ?????? ??????? ? ??????? ?????? ??? ???????","??? ???????","??? ???????","??? ???????","????? ????????? - ???? ???????","mkpgmeokad@sol.net.sa","025241563","025241563","??????? ??????????","????","211","205","6","27","27","0","12"
"43238","55642","5th Litracy Center in Alk","","?????","???? ??????? ???????? ??????? ??????","??????? ?????? ??????? ???????? ???????? ???????","???????","??????","??????","?? ????? ??? ?????","g55642@schooleast.gov.sa","7663988","","????? ????","????","21","19","2","5","5","0","3"
"792","24255","School prince salman bin Abdulaziz secondary","1425","حكومي","إدارة التربية والتعليم بالوادي","إدارة التربية والتعليم بمحافظة وادي الدواسر","الرياض","وادي الدواسر","الشرافاء","الشرافاء","abdullh-5362@hotmail.com","017862796","","المرحلة الثانوية","بنين","90","89","1","15","13","2","8"
"31714","94480","Primary Seventh","","حكومي","شرورة","الإدارة العامة للتربية والتعليم بمنطقة نجران","نجران","شرورة","شرورة","","","0503727790","","المرحلة الابتدائية","بنات","0","0","0","0","0","0","0"
"24515","93480","Al-Imam Alexaii for the Holy Quran Memorzing","1422","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ†Ш¬Ш±Ш§Щ†","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Ш­ЩЉ Ш§Щ„Щ…Ш®ЩЉЩ…","testnajran@hotmail.com","075228006","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†ЩЉЩ†","221","174","47","20","20","0","12"
"47073","90717","al hennaya","","حكومي","مكتب التربية والتعليم في العيدابي","إدارة التربية والتعليم بمحافظة صبيا","جازان","العيدابي","بلغازي","","sch267@sabiaedu.gov.sa","","","تعليم كبار","بنين","9","9","0","4","4","0","1"
"17773","10128","Abi Bakr A'seddiq Elementary School","","?????","???? ??????? ???????? ???????","??????? ?????? ??????? ???????? ??????","??????","??????","??????","???????","assa966@hotmail.com","4414840","4414840","??????? ??????????","????","295","64","231","21","21","0","12"
"51108","159472","Alreeyada International Secondry School","","أهلي","إدارة التعليم الاهلي والاجنبي","الإدارة العامة للتربية والتعليم بمحافظة الاحساء","الشرقية","الإحساء","الأحساء","","","","","المرحلة الثانوية","بنات","5","1","4","3","3","0","0"
"27718","55186","The 8th Elementary School In Al-Jubail","1407","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш¬ШЁЩЉЩ„","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Щ†Ш·Щ‚Ш© Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„Ш¬ШЁЩЉЩ„","Ш§Щ„Ш¬ШЁЩЉЩ„","Ш§Щ„ШґШ±Щ‚ЩЉШ©","g55186@shooleast.gov.sa","3489739","3489739","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","755","739","16","45","45","0","24"
"41855","78183","Kindergarten second in haqel","1431","Ш­ЩѓЩ€Щ…ЩЉ","Щ…Ш±ЩѓШІ Ш§ШґШ±Ш§ЩЃ Ш­Щ‚Щ„","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© ШЄШЁЩ€Щѓ","ШЄШЁЩ€Щѓ","Ш­Щ‚Щ„","Ш­Щ‚Щ„","Ш§Щ„ШёЩ‡Ш±Ш©","leeen-1435@hotmail.com","4531129","","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","59","57","2","5","5","0","3"
"21368","53129","KING KHALID BIN ABDULAZIZ ELEMENTARY SCHOOL","","حكومي","مكتب التربية والتعليم بالجبيل","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الجبيل","الجبيل","الجبيل شارع مشهور","EJPG013@schooleast.net","3611504","3611504","المرحلة الابتدائية","بنين","384","300","84","23","23","0","15"
"3357","31030","AL Haweyah Second Secondary School","1412","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш­Щ€ЩЉШ©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш­Щ€ЩЉШ©","nouf-36-1@outlook.sa","7240272","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†Ш§ШЄ","435","418","17","50","50","0","19"
"35935","84273","The Elementary Program of Intellectual Education at Al-Quds School","","حكومي","دومة الجندل","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","","","دومة الجندل مخطط (أ )","sch84118@joufmail.gov.sa","6221025","","المرحلة الابتدائية","بنين","12","11","1","10","10","0","6"
"5345","98013","Saudi school in Islamabad","","Ш­ЩѓЩ€Щ…ЩЉ","Ш§Щ„Ш§ШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„Щ…ШЇШ§Ш±Ші Ш§Щ„ШіШ№Щ€ШЇЩЉШ© ШЁШ§Щ„Ш®Ш§Ш±Ш¬","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„Щ…ШЇШ§Ш±Ші Ш§Щ„ШіШ№Щ€ШЇЩЉШ© ШЁШ§Щ„Ш®Ш§Ш±Ш¬","Ш§Щ„Ш±ЩЉШ§Ш¶","","","ШҐШіЩ„Ш§Щ… ШўШЁШ§ШЇ - Islamabad","sas@sas.edu.pk","0512212297","0512298949","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","Щ…ШЇШ§Ш±Ші Ш§Щ„Ш®Ш§Ш±Ш¬","91","33","58","40","16","24","16"
"26613","41530","The 14th Elementary School at Madinah","1391","حكومي","مكتب التربية والتعليم غرب المدينة المنورة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","الجبور","moodi01@hotmail.com","8252836","8252836","المرحلة الابتدائية","بنات","362","211","151","30","30","0","14"
"29085","72561","ALfaraвЂh ALshemaliah elementary School","1424","Ш­ЩѓЩ€Щ…ЩЉ","Ш§ШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","Ш№ШіЩЉШ±","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„ЩЃШ±Ш№Ш© Ш§Щ„ШґЩ…Ш§Щ„ЩЉШ©","g72510@namasedu.gov.sa","72838853","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","55","53","2","25","25","0","6"
"8146","11450","abdlyh","1422","حكومي","مكتب التربية والتعليم بمحافظة الغاط","إدارة التربية والتعليم بمحافظة الـغاط","الرياض","الغاط","العبدلية","العبد لية بالغاط","alabdlyah@alghatedu.gov.sa","064210775","0","المرحلة المتوسطة","بنين","11","11","0","10","10","0","3"
"15873","77723","The 1st Intermediate School at alrss","1418","حكومي","مركز اشراف الوجه","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","الوجه","الرش","الرس","al-rass111@hotmail.com","043833110","0","المرحلة المتوسطة","بنات","56","56","0","9","9","0","4"
"23838","86104","Hammad Elementary School","1397","حكومي","إدارة التربية والتعليم بمحافظة القريات بنين","إدارة التربية والتعليم بمحافظة القريات","الجوف","القريات","الحماد","القريات-الحماد","86104@qedu.gov.sa","46440477","0","المرحلة الابتدائية","بنين","11","11","0","11","11","0","4"
"38560","38408","alfahd liliy","1432","حكومي","ربوع العين","إدارة التربية والتعليم بمحافظة الليث","مكة المكرمة","الليث","سوق العين","","","","","المرحلة المتوسطة","بنين","35","35","0","4","4","0","3"
